Customer ID,Date,Customer Type,Product Rev,Shipping Rev,Total Rev,Items,Product Disc.,Saving Type,Product Cost,Shipping Cost,CAC
1030,9/5/2022,Returning,$138.24,$0.00,$138.24,3,13.33%,Bundle,$31.90,$9.99,$0.00
1368,9/5/2022,Returning,$175.49,$0.00,$175.49,1,0.00%,None,$35.10,$9.99,$0.00
2338,9/5/2022,Returning,$91.18,$9.99,$101.17,2,26.67%,Bundle,$24.87,$9.99,$0.00
1318,9/6/2022,New,$52.94,$9.99,$62.93,1,0.00%,None,$10.59,$9.99,$90.00
1821,9/6/2022,New,$89.22,$9.99,$99.21,1,0.00%,None,$17.84,$9.99,$90.00
1993,9/6/2022,New,$123.53,$0.00,$123.53,3,20.00%,Coupon,$30.88,$9.99,$90.00
2356,9/6/2022,New,$111.76,$0.00,$111.76,1,20.00%,Coupon,$27.94,$9.99,$90.00
2696,9/6/2022,New,$120.59,$0.00,$120.59,2,15.00%,Coupon,$28.37,$9.99,$90.00
3288,9/6/2022,New,$173.53,$0.00,$173.53,3,20.00%,Coupon,$43.38,$9.99,$90.00
3777,9/6/2022,New,$166.67,$0.00,$166.67,1,0.00%,None,$33.33,$9.99,$90.00
391,9/6/2022,Returning,$154.90,$0.00,$154.90,2,0.00%,None,$30.98,$9.99,$0.00
1268,9/6/2022,Returning,$54.90,$9.99,$64.89,1,0.00%,None,$10.98,$9.99,$0.00
1823,9/6/2022,Returning,$101.96,$0.00,$101.96,1,0.00%,None,$20.39,$9.99,$0.00
2041,9/7/2022,New,$158.82,$0.00,$158.82,1,0.00%,None,$31.76,$9.99,$78.00
2618,9/7/2022,New,$139.22,$0.00,$139.22,1,0.00%,None,$27.84,$9.99,$78.00
2915,9/7/2022,New,$161.76,$0.00,$161.76,1,0.00%,None,$32.35,$9.99,$78.00
3967,9/7/2022,New,$135.29,$0.00,$135.29,3,15.00%,Coupon,$31.83,$9.99,$78.00
759,9/7/2022,Returning,$136.27,$0.00,$136.27,1,0.00%,None,$27.25,$9.99,$0.00
766,9/7/2022,Returning,$73.53,$9.99,$83.52,1,0.00%,None,$14.71,$9.99,$0.00
1358,9/7/2022,Returning,$109.80,$0.00,$109.80,3,26.67%,Bundle,$29.95,$9.99,$0.00
2042,9/7/2022,Returning,$124.51,$0.00,$124.51,1,0.00%,None,$24.90,$9.99,$0.00
2209,9/7/2022,Returning,$137.25,$0.00,$137.25,1,0.00%,None,$27.45,$9.99,$0.00
2315,9/7/2022,Returning,$96.08,$9.99,$106.07,1,0.00%,None,$19.22,$9.99,$0.00
3794,9/7/2022,Returning,$110.78,$0.00,$110.78,1,0.00%,None,$22.16,$9.99,$0.00
2273,9/8/2022,New,$87.25,$9.99,$97.24,3,20.00%,Coupon,$21.81,$9.99,$109.00
3067,9/8/2022,New,$66.67,$9.99,$76.66,1,0.00%,None,$13.33,$9.99,$109.00
3126,9/8/2022,New,$127.45,$0.00,$127.45,3,0.00%,None,$25.49,$9.99,$109.00
3230,9/8/2022,New,$181.37,$0.00,$181.37,3,0.00%,None,$36.27,$9.99,$109.00
8,9/8/2022,Returning,$126.47,$0.00,$126.47,3,33.33%,Bundle,$37.94,$9.99,$0.00
708,9/8/2022,Returning,$113.73,$0.00,$113.73,2,6.67%,Bundle,$24.37,$9.99,$0.00
821,9/8/2022,Returning,$168.63,$0.00,$168.63,2,26.67%,Bundle,$45.99,$9.99,$0.00
2540,9/8/2022,Returning,$169.61,$0.00,$169.61,3,20.00%,Coupon,$42.40,$9.99,$0.00
1106,9/9/2022,New,$112.75,$0.00,$112.75,1,0.00%,None,$22.55,$9.99,$107.00
1159,9/9/2022,New,$114.71,$0.00,$114.71,2,0.00%,None,$22.94,$9.99,$107.00
1635,9/9/2022,New,$108.82,$0.00,$108.82,1,15.00%,Coupon,$25.60,$9.99,$107.00
2051,9/9/2022,New,$163.73,$0.00,$163.73,2,20.00%,Coupon,$40.93,$9.99,$107.00
2290,9/9/2022,New,$60.78,$9.99,$70.77,2,20.00%,Coupon,$15.20,$9.99,$107.00
2330,9/9/2022,New,$109.80,$0.00,$109.80,1,20.00%,Coupon,$27.45,$9.99,$107.00
3060,9/9/2022,New,$75.49,$9.99,$85.48,1,0.00%,None,$15.10,$9.99,$107.00
207,9/9/2022,Returning,$101.96,$0.00,$101.96,3,26.67%,Bundle,$27.81,$9.99,$0.00
460,9/9/2022,Returning,$169.61,$0.00,$169.61,1,0.00%,None,$33.92,$9.99,$0.00
748,9/9/2022,Returning,$173.53,$0.00,$173.53,3,0.00%,None,$34.71,$9.99,$0.00
919,9/9/2022,Returning,$148.04,$0.00,$148.04,3,26.67%,Bundle,$40.37,$9.99,$0.00
2989,9/10/2022,New,$130.39,$0.00,$130.39,2,0.00%,None,$26.08,$9.99,$118.00
2996,9/10/2022,New,$149.02,$0.00,$149.02,1,0.00%,None,$29.80,$9.99,$118.00
402,9/10/2022,Returning,$89.22,$9.99,$99.21,3,6.67%,Bundle,$19.12,$9.99,$0.00
586,9/10/2022,Returning,$107.84,$0.00,$107.84,2,6.67%,Bundle,$23.11,$9.99,$0.00
1178,9/10/2022,Returning,$61.76,$9.99,$71.75,1,0.00%,None,$12.35,$9.99,$0.00
2457,9/10/2022,Returning,$173.53,$0.00,$173.53,2,0.00%,None,$34.71,$9.99,$0.00
3720,9/10/2022,Returning,$136.27,$0.00,$136.27,2,33.33%,Bundle,$40.88,$9.99,$0.00
156,9/11/2022,New,$161.76,$0.00,$161.76,2,20.00%,Coupon,$40.44,$9.99,$100.00
377,9/11/2022,New,$108.82,$0.00,$108.82,3,0.00%,None,$21.76,$9.99,$100.00
2837,9/11/2022,New,$83.33,$9.99,$93.32,2,0.00%,None,$16.67,$9.99,$100.00
3026,9/11/2022,New,$156.86,$0.00,$156.86,3,0.00%,None,$31.37,$9.99,$100.00
3351,9/11/2022,New,$117.65,$0.00,$117.65,1,15.00%,Coupon,$27.68,$9.99,$100.00
3801,9/11/2022,New,$128.43,$0.00,$128.43,2,20.00%,Coupon,$32.11,$9.99,$100.00
3834,9/11/2022,New,$128.43,$0.00,$128.43,1,15.00%,Coupon,$30.22,$9.99,$100.00
29,9/11/2022,Returning,$85.29,$9.99,$95.28,2,20.00%,Coupon,$21.32,$9.99,$0.00
414,9/11/2022,Returning,$61.76,$9.99,$71.75,2,13.33%,Bundle,$14.25,$9.99,$0.00
2054,9/11/2022,Returning,$82.35,$9.99,$92.34,1,0.00%,None,$16.47,$9.99,$0.00
2329,9/11/2022,Returning,$114.71,$0.00,$114.71,2,13.33%,Bundle,$26.47,$9.99,$0.00
2450,9/11/2022,Returning,$154.90,$0.00,$154.90,2,0.00%,None,$30.98,$9.99,$0.00
233,9/12/2022,New,$86.27,$9.99,$96.26,1,20.00%,Coupon,$21.57,$9.99,$86.00
861,9/12/2022,New,$164.71,$0.00,$164.71,3,20.00%,Coupon,$41.18,$9.99,$86.00
1970,9/12/2022,New,$79.41,$9.99,$89.40,3,0.00%,None,$15.88,$9.99,$86.00
2120,9/12/2022,New,$100.98,$0.00,$100.98,1,20.00%,Coupon,$25.25,$9.99,$86.00
2379,9/12/2022,New,$134.31,$0.00,$134.31,1,15.00%,Coupon,$31.60,$9.99,$86.00
2900,9/12/2022,New,$111.76,$0.00,$111.76,1,20.00%,Coupon,$27.94,$9.99,$86.00
3341,9/12/2022,New,$134.31,$0.00,$134.31,2,20.00%,Coupon,$33.58,$9.99,$86.00
3493,9/12/2022,New,$144.12,$0.00,$144.12,1,20.00%,Coupon,$36.03,$9.99,$86.00
138,9/12/2022,Returning,$112.75,$0.00,$112.75,1,0.00%,None,$22.55,$9.99,$0.00
895,9/12/2022,Returning,$93.14,$9.99,$103.13,3,6.67%,Bundle,$19.96,$9.99,$0.00
3351,9/12/2022,Returning,$72.55,$9.99,$82.54,2,13.33%,Bundle,$16.74,$9.99,$0.00
3448,9/12/2022,Returning,$134.31,$0.00,$134.31,2,33.33%,Bundle,$40.29,$9.99,$0.00
1003,9/13/2022,New,$69.61,$9.99,$79.60,3,0.00%,None,$13.92,$9.99,$73.00
1044,9/13/2022,New,$175.49,$0.00,$175.49,2,20.00%,Coupon,$43.87,$9.99,$73.00
3556,9/13/2022,New,$150.00,$0.00,$150.00,1,15.00%,Coupon,$35.29,$9.99,$73.00
42,9/13/2022,Returning,$173.53,$0.00,$173.53,3,13.33%,Bundle,$40.05,$9.99,$0.00
311,9/13/2022,Returning,$135.29,$0.00,$135.29,3,0.00%,None,$27.06,$9.99,$0.00
388,9/13/2022,Returning,$143.14,$0.00,$143.14,2,33.33%,Bundle,$42.94,$9.99,$0.00
567,9/13/2022,Returning,$157.84,$0.00,$157.84,3,6.67%,Bundle,$33.82,$9.99,$0.00
34,9/14/2022,New,$178.43,$0.00,$178.43,3,15.00%,Coupon,$41.98,$9.99,$106.00
2092,9/14/2022,New,$117.65,$0.00,$117.65,2,20.00%,Coupon,$29.41,$9.99,$106.00
2217,9/14/2022,New,$98.04,$9.99,$108.03,1,15.00%,Coupon,$23.07,$9.99,$106.00
2609,9/14/2022,New,$113.73,$0.00,$113.73,1,0.00%,None,$22.75,$9.99,$106.00
3889,9/14/2022,New,$103.92,$0.00,$103.92,3,15.00%,Coupon,$24.45,$9.99,$106.00
221,9/14/2022,Returning,$139.22,$0.00,$139.22,1,0.00%,None,$27.84,$9.99,$0.00
437,9/14/2022,Returning,$66.67,$9.99,$76.66,2,33.33%,Bundle,$20.00,$9.99,$0.00
986,9/14/2022,Returning,$163.73,$0.00,$163.73,2,6.67%,Bundle,$35.09,$9.99,$0.00
1995,9/14/2022,Returning,$61.76,$9.99,$71.75,3,13.33%,Bundle,$14.25,$9.99,$0.00
3282,9/14/2022,Returning,$166.67,$0.00,$166.67,1,0.00%,None,$33.33,$9.99,$0.00
1688,9/15/2022,New,$159.80,$0.00,$159.80,1,0.00%,None,$31.96,$9.99,$105.00
2816,9/15/2022,New,$71.57,$9.99,$81.56,3,20.00%,Coupon,$17.89,$9.99,$105.00
2883,9/15/2022,New,$157.84,$0.00,$157.84,1,15.00%,Coupon,$37.14,$9.99,$105.00
2990,9/15/2022,New,$140.20,$0.00,$140.20,2,0.00%,None,$28.04,$9.99,$105.00
3855,9/15/2022,New,$99.02,$9.99,$109.01,3,0.00%,None,$19.80,$9.99,$105.00
64,9/15/2022,Returning,$153.92,$0.00,$153.92,3,13.33%,Bundle,$35.52,$9.99,$0.00
85,9/15/2022,Returning,$85.29,$9.99,$95.28,1,0.00%,None,$17.06,$9.99,$0.00
686,9/15/2022,Returning,$91.18,$9.99,$101.17,1,0.00%,None,$18.24,$9.99,$0.00
791,9/15/2022,Returning,$124.51,$0.00,$124.51,2,26.67%,Bundle,$33.96,$9.99,$0.00
971,9/15/2022,Returning,$94.12,$9.99,$104.11,1,0.00%,None,$18.82,$9.99,$0.00
1705,9/15/2022,Returning,$167.65,$0.00,$167.65,1,0.00%,None,$33.53,$9.99,$0.00
1795,9/15/2022,Returning,$157.84,$0.00,$157.84,3,20.00%,Coupon,$39.46,$9.99,$0.00
2863,9/15/2022,Returning,$158.82,$0.00,$158.82,2,0.00%,None,$31.76,$9.99,$0.00
1304,9/16/2022,New,$100.00,$0.00,$100.00,1,15.00%,Coupon,$23.53,$9.99,$83.00
2216,9/16/2022,New,$100.00,$0.00,$100.00,2,0.00%,None,$20.00,$9.99,$83.00
2772,9/16/2022,New,$85.29,$9.99,$95.28,3,15.00%,Coupon,$20.07,$9.99,$83.00
18,9/16/2022,Returning,$80.39,$9.99,$90.38,2,26.67%,Bundle,$21.92,$9.99,$0.00
352,9/16/2022,Returning,$100.00,$0.00,$100.00,2,13.33%,Bundle,$23.08,$9.99,$0.00
634,9/16/2022,Returning,$60.78,$9.99,$70.77,3,20.00%,Coupon,$15.20,$9.99,$0.00
816,9/16/2022,Returning,$57.84,$9.99,$67.83,1,0.00%,None,$11.57,$9.99,$0.00
2462,9/16/2022,Returning,$144.12,$0.00,$144.12,3,26.67%,Bundle,$39.31,$9.99,$0.00
2891,9/16/2022,Returning,$180.39,$0.00,$180.39,3,20.00%,Coupon,$45.10,$9.99,$0.00
1544,9/17/2022,New,$51.96,$9.99,$61.95,1,20.00%,Coupon,$12.99,$9.99,$85.00
1763,9/17/2022,New,$61.76,$9.99,$71.75,2,15.00%,Coupon,$14.53,$9.99,$85.00
1959,9/17/2022,New,$170.59,$0.00,$170.59,2,20.00%,Coupon,$42.65,$9.99,$85.00
2998,9/17/2022,New,$54.90,$9.99,$64.89,1,15.00%,Coupon,$12.92,$9.99,$85.00
3023,9/17/2022,New,$76.47,$9.99,$86.46,2,0.00%,None,$15.29,$9.99,$85.00
3872,9/17/2022,New,$85.29,$9.99,$95.28,3,15.00%,Coupon,$20.07,$9.99,$85.00
988,9/17/2022,Returning,$120.59,$0.00,$120.59,2,26.67%,Bundle,$32.89,$9.99,$0.00
1735,9/17/2022,Returning,$55.88,$9.99,$65.87,1,0.00%,None,$11.18,$9.99,$0.00
2317,9/17/2022,Returning,$129.41,$0.00,$129.41,3,13.33%,Bundle,$29.86,$9.99,$0.00
2338,9/17/2022,Returning,$67.65,$9.99,$77.64,3,13.33%,Bundle,$15.61,$9.99,$0.00
2522,9/17/2022,Returning,$53.92,$9.99,$63.91,1,0.00%,None,$10.78,$9.99,$0.00
2132,9/18/2022,New,$176.47,$0.00,$176.47,3,15.00%,Coupon,$41.52,$9.99,$88.00
2270,9/18/2022,New,$63.73,$9.99,$73.72,2,0.00%,None,$12.75,$9.99,$88.00
2351,9/18/2022,New,$178.43,$0.00,$178.43,2,15.00%,Coupon,$41.98,$9.99,$88.00
3438,9/18/2022,New,$56.86,$9.99,$66.85,1,0.00%,None,$11.37,$9.99,$88.00
3562,9/18/2022,New,$119.61,$0.00,$119.61,3,0.00%,None,$23.92,$9.99,$88.00
3621,9/18/2022,New,$164.71,$0.00,$164.71,2,0.00%,None,$32.94,$9.99,$88.00
421,9/18/2022,Returning,$99.02,$9.99,$109.01,1,0.00%,None,$19.80,$9.99,$0.00
873,9/18/2022,Returning,$160.78,$0.00,$160.78,3,26.67%,Bundle,$43.85,$9.99,$0.00
1156,9/18/2022,Returning,$165.69,$0.00,$165.69,2,6.67%,Bundle,$35.51,$9.99,$0.00
1238,9/18/2022,Returning,$64.71,$9.99,$74.70,3,0.00%,None,$12.94,$9.99,$0.00
1415,9/19/2022,New,$112.75,$0.00,$112.75,2,20.00%,Coupon,$28.19,$9.99,$102.00
2517,9/19/2022,New,$176.47,$0.00,$176.47,1,20.00%,Coupon,$44.12,$9.99,$102.00
3111,9/19/2022,New,$110.78,$0.00,$110.78,2,20.00%,Coupon,$27.70,$9.99,$102.00
3712,9/19/2022,New,$104.90,$0.00,$104.90,2,20.00%,Coupon,$26.23,$9.99,$102.00
3795,9/19/2022,New,$174.51,$0.00,$174.51,2,20.00%,Coupon,$43.63,$9.99,$102.00
790,9/19/2022,Returning,$123.53,$0.00,$123.53,1,0.00%,None,$24.71,$9.99,$0.00
2160,9/20/2022,New,$177.45,$0.00,$177.45,3,0.00%,None,$35.49,$9.99,$90.00
2790,9/20/2022,New,$166.67,$0.00,$166.67,3,20.00%,Coupon,$41.67,$9.99,$90.00
3816,9/20/2022,New,$110.78,$0.00,$110.78,3,20.00%,Coupon,$27.70,$9.99,$90.00
460,9/20/2022,Returning,$61.76,$9.99,$71.75,1,0.00%,None,$12.35,$9.99,$0.00
2675,9/20/2022,Returning,$72.55,$9.99,$82.54,1,0.00%,None,$14.51,$9.99,$0.00
2283,9/21/2022,New,$154.90,$0.00,$154.90,3,15.00%,Coupon,$36.45,$9.99,$86.00
3506,9/21/2022,New,$132.35,$0.00,$132.35,1,20.00%,Coupon,$33.09,$9.99,$86.00
690,9/21/2022,Returning,$80.39,$9.99,$90.38,3,20.00%,Coupon,$20.10,$9.99,$0.00
908,9/21/2022,Returning,$130.39,$0.00,$130.39,1,0.00%,None,$26.08,$9.99,$0.00
962,9/21/2022,Returning,$84.31,$9.99,$94.30,1,0.00%,None,$16.86,$9.99,$0.00
1135,9/21/2022,Returning,$111.76,$0.00,$111.76,3,0.00%,None,$22.35,$9.99,$0.00
1832,9/21/2022,Returning,$111.76,$0.00,$111.76,1,0.00%,None,$22.35,$9.99,$0.00
2940,9/21/2022,Returning,$61.76,$9.99,$71.75,2,20.00%,Coupon,$15.44,$9.99,$0.00
1946,9/22/2022,New,$112.75,$0.00,$112.75,2,20.00%,Coupon,$28.19,$9.99,$85.00
2304,9/22/2022,New,$82.35,$9.99,$92.34,3,15.00%,Coupon,$19.38,$9.99,$85.00
2596,9/22/2022,New,$168.63,$0.00,$168.63,2,0.00%,None,$33.73,$9.99,$85.00
3407,9/22/2022,New,$101.96,$0.00,$101.96,2,15.00%,Coupon,$23.99,$9.99,$85.00
3427,9/22/2022,New,$91.18,$9.99,$101.17,2,20.00%,Coupon,$22.80,$9.99,$85.00
3677,9/22/2022,New,$122.55,$0.00,$122.55,3,20.00%,Coupon,$30.64,$9.99,$85.00
570,9/22/2022,Returning,$51.96,$9.99,$61.95,1,0.00%,None,$10.39,$9.99,$0.00
1582,9/22/2022,Returning,$160.78,$0.00,$160.78,2,0.00%,None,$32.16,$9.99,$0.00
1686,9/23/2022,New,$107.84,$0.00,$107.84,1,20.00%,Coupon,$26.96,$9.99,$70.00
2093,9/23/2022,New,$150.98,$0.00,$150.98,2,15.00%,Coupon,$35.52,$9.99,$70.00
3731,9/23/2022,New,$105.88,$0.00,$105.88,2,15.00%,Coupon,$24.91,$9.99,$70.00
3750,9/23/2022,New,$142.16,$0.00,$142.16,1,0.00%,None,$28.43,$9.99,$70.00
3950,9/23/2022,New,$53.92,$9.99,$63.91,1,0.00%,None,$10.78,$9.99,$70.00
3984,9/23/2022,New,$178.43,$0.00,$178.43,2,0.00%,None,$35.69,$9.99,$70.00
447,9/23/2022,Returning,$100.98,$0.00,$100.98,3,26.67%,Bundle,$27.54,$9.99,$0.00
2140,9/24/2022,New,$138.24,$0.00,$138.24,1,15.00%,Coupon,$32.53,$9.99,$78.00
2344,9/24/2022,New,$135.29,$0.00,$135.29,2,15.00%,Coupon,$31.83,$9.99,$78.00
2615,9/24/2022,New,$105.88,$0.00,$105.88,2,15.00%,Coupon,$24.91,$9.99,$78.00
2935,9/24/2022,New,$62.75,$9.99,$72.74,3,0.00%,None,$12.55,$9.99,$78.00
3167,9/24/2022,New,$103.92,$0.00,$103.92,2,0.00%,None,$20.78,$9.99,$78.00
3252,9/24/2022,New,$138.24,$0.00,$138.24,3,15.00%,Coupon,$32.53,$9.99,$78.00
3847,9/24/2022,New,$142.16,$0.00,$142.16,2,0.00%,None,$28.43,$9.99,$78.00
1131,9/24/2022,Returning,$107.84,$0.00,$107.84,3,6.67%,Bundle,$23.11,$9.99,$0.00
1705,9/24/2022,Returning,$151.96,$0.00,$151.96,3,20.00%,Coupon,$37.99,$9.99,$0.00
1640,9/25/2022,New,$120.59,$0.00,$120.59,1,0.00%,None,$24.12,$9.99,$91.00
1781,9/25/2022,New,$163.73,$0.00,$163.73,3,15.00%,Coupon,$38.52,$9.99,$91.00
2415,9/25/2022,New,$126.47,$0.00,$126.47,2,0.00%,None,$25.29,$9.99,$91.00
2767,9/25/2022,New,$150.00,$0.00,$150.00,3,15.00%,Coupon,$35.29,$9.99,$91.00
3572,9/25/2022,New,$150.98,$0.00,$150.98,2,20.00%,Coupon,$37.75,$9.99,$91.00
3673,9/25/2022,New,$166.67,$0.00,$166.67,2,0.00%,None,$33.33,$9.99,$91.00
78,9/25/2022,Returning,$103.92,$0.00,$103.92,3,13.33%,Bundle,$23.98,$9.99,$0.00
1054,9/25/2022,Returning,$126.47,$0.00,$126.47,1,0.00%,None,$25.29,$9.99,$0.00
1358,9/25/2022,Returning,$135.29,$0.00,$135.29,3,20.00%,Coupon,$33.82,$9.99,$0.00
1970,9/25/2022,Returning,$50.98,$9.99,$60.97,1,0.00%,None,$10.20,$9.99,$0.00
997,9/26/2022,New,$163.73,$0.00,$163.73,3,20.00%,Coupon,$40.93,$9.99,$89.00
2012,9/26/2022,New,$144.12,$0.00,$144.12,2,15.00%,Coupon,$33.91,$9.99,$89.00
2058,9/26/2022,New,$78.43,$9.99,$88.42,3,15.00%,Coupon,$18.45,$9.99,$89.00
3006,9/26/2022,New,$124.51,$0.00,$124.51,3,15.00%,Coupon,$29.30,$9.99,$89.00
3057,9/26/2022,New,$105.88,$0.00,$105.88,3,0.00%,None,$21.18,$9.99,$89.00
3264,9/26/2022,New,$117.65,$0.00,$117.65,3,15.00%,Coupon,$27.68,$9.99,$89.00
3741,9/26/2022,New,$123.53,$0.00,$123.53,2,15.00%,Coupon,$29.07,$9.99,$89.00
3871,9/26/2022,New,$82.35,$9.99,$92.34,2,0.00%,None,$16.47,$9.99,$89.00
179,9/26/2022,Returning,$70.59,$9.99,$80.58,1,0.00%,None,$14.12,$9.99,$0.00
779,9/26/2022,Returning,$82.35,$9.99,$92.34,1,0.00%,None,$16.47,$9.99,$0.00
818,9/26/2022,Returning,$97.06,$9.99,$107.05,3,0.00%,None,$19.41,$9.99,$0.00
1473,9/26/2022,Returning,$121.57,$0.00,$121.57,3,0.00%,None,$24.31,$9.99,$0.00
1661,9/26/2022,Returning,$79.41,$9.99,$89.40,3,33.33%,Bundle,$23.82,$9.99,$0.00
2163,9/26/2022,Returning,$76.47,$9.99,$86.46,1,0.00%,None,$15.29,$9.99,$0.00
2551,9/26/2022,Returning,$117.65,$0.00,$117.65,1,0.00%,None,$23.53,$9.99,$0.00
3020,9/27/2022,New,$114.71,$0.00,$114.71,3,15.00%,Coupon,$26.99,$9.99,$71.00
3940,9/27/2022,New,$94.12,$9.99,$104.11,2,20.00%,Coupon,$23.53,$9.99,$71.00
22,9/27/2022,Returning,$110.78,$0.00,$110.78,2,6.67%,Bundle,$23.74,$9.99,$0.00
48,9/27/2022,Returning,$131.37,$0.00,$131.37,3,26.67%,Bundle,$35.83,$9.99,$0.00
322,9/27/2022,Returning,$63.73,$9.99,$73.72,1,0.00%,None,$12.75,$9.99,$0.00
901,9/27/2022,Returning,$150.98,$0.00,$150.98,3,20.00%,Coupon,$37.75,$9.99,$0.00
268,9/28/2022,New,$136.27,$0.00,$136.27,1,20.00%,Coupon,$34.07,$9.99,$96.00
2291,9/28/2022,New,$152.94,$0.00,$152.94,3,20.00%,Coupon,$38.24,$9.99,$96.00
2308,9/28/2022,New,$163.73,$0.00,$163.73,1,0.00%,None,$32.75,$9.99,$96.00
3070,9/28/2022,New,$70.59,$9.99,$80.58,2,0.00%,None,$14.12,$9.99,$96.00
3335,9/28/2022,New,$90.20,$9.99,$100.19,2,20.00%,Coupon,$22.55,$9.99,$96.00
3952,9/28/2022,New,$150.00,$0.00,$150.00,2,15.00%,Coupon,$35.29,$9.99,$96.00
65,9/28/2022,Returning,$100.98,$0.00,$100.98,2,0.00%,None,$20.20,$9.99,$0.00
330,9/28/2022,Returning,$154.90,$0.00,$154.90,1,0.00%,None,$30.98,$9.99,$0.00
567,9/28/2022,Returning,$161.76,$0.00,$161.76,1,0.00%,None,$32.35,$9.99,$0.00
1061,9/28/2022,Returning,$98.04,$9.99,$108.03,3,33.33%,Bundle,$29.41,$9.99,$0.00
1440,9/28/2022,Returning,$175.49,$0.00,$175.49,3,20.00%,Coupon,$43.87,$9.99,$0.00
1409,9/29/2022,New,$145.10,$0.00,$145.10,1,0.00%,None,$29.02,$9.99,$102.00
2229,9/29/2022,New,$153.92,$0.00,$153.92,2,15.00%,Coupon,$36.22,$9.99,$102.00
2285,9/29/2022,New,$124.51,$0.00,$124.51,3,15.00%,Coupon,$29.30,$9.99,$102.00
2764,9/29/2022,New,$125.49,$0.00,$125.49,3,15.00%,Coupon,$29.53,$9.99,$102.00
3211,9/29/2022,New,$136.27,$0.00,$136.27,3,15.00%,Coupon,$32.06,$9.99,$102.00
3235,9/29/2022,New,$147.06,$0.00,$147.06,2,15.00%,Coupon,$34.60,$9.99,$102.00
3605,9/29/2022,New,$180.39,$0.00,$180.39,3,20.00%,Coupon,$45.10,$9.99,$102.00
225,9/29/2022,Returning,$114.71,$0.00,$114.71,1,0.00%,None,$22.94,$9.99,$0.00
550,9/29/2022,Returning,$62.75,$9.99,$72.74,2,13.33%,Bundle,$14.48,$9.99,$0.00
905,9/29/2022,Returning,$95.10,$9.99,$105.09,2,6.67%,Bundle,$20.38,$9.99,$0.00
1415,9/29/2022,Returning,$152.94,$0.00,$152.94,1,0.00%,None,$30.59,$9.99,$0.00
2882,9/29/2022,Returning,$77.45,$9.99,$87.44,2,0.00%,None,$15.49,$9.99,$0.00
3020,9/29/2022,Returning,$124.51,$0.00,$124.51,1,0.00%,None,$24.90,$9.99,$0.00
2555,9/30/2022,New,$112.75,$0.00,$112.75,2,20.00%,Coupon,$28.19,$9.99,$79.00
2768,9/30/2022,New,$169.61,$0.00,$169.61,3,20.00%,Coupon,$42.40,$9.99,$79.00
3038,9/30/2022,New,$183.33,$0.00,$183.33,2,0.00%,None,$36.67,$9.99,$79.00
3142,9/30/2022,New,$61.76,$9.99,$71.75,1,15.00%,Coupon,$14.53,$9.99,$79.00
3387,9/30/2022,New,$59.80,$9.99,$69.79,1,20.00%,Coupon,$14.95,$9.99,$79.00
40,9/30/2022,Returning,$101.96,$0.00,$101.96,2,6.67%,Bundle,$21.85,$9.99,$0.00
140,9/30/2022,Returning,$104.90,$0.00,$104.90,2,6.67%,Bundle,$22.48,$9.99,$0.00
317,9/30/2022,Returning,$96.08,$9.99,$106.07,2,20.00%,Coupon,$24.02,$9.99,$0.00
947,9/30/2022,Returning,$126.47,$0.00,$126.47,1,0.00%,None,$25.29,$9.99,$0.00
1012,9/30/2022,Returning,$119.61,$0.00,$119.61,1,0.00%,None,$23.92,$9.99,$0.00
1968,9/30/2022,Returning,$130.39,$0.00,$130.39,1,0.00%,None,$26.08,$9.99,$0.00
2143,9/30/2022,Returning,$159.80,$0.00,$159.80,1,0.00%,None,$31.96,$9.99,$0.00
2391,9/30/2022,Returning,$54.90,$9.99,$64.89,1,0.00%,None,$10.98,$9.99,$0.00
1609,10/1/2022,New,$73.53,$9.99,$83.52,3,0.00%,None,$14.71,$9.99,$94.00
2005,10/1/2022,New,$161.76,$0.00,$161.76,3,0.00%,None,$32.35,$9.99,$94.00
2746,10/1/2022,New,$98.04,$9.99,$108.03,3,15.00%,Coupon,$23.07,$9.99,$94.00
3045,10/1/2022,New,$51.96,$9.99,$61.95,1,15.00%,Coupon,$12.23,$9.99,$94.00
3135,10/1/2022,New,$102.94,$0.00,$102.94,2,20.00%,Coupon,$25.74,$9.99,$94.00
192,10/1/2022,Returning,$75.49,$9.99,$85.48,3,13.33%,Bundle,$17.42,$9.99,$0.00
1147,10/1/2022,Returning,$99.02,$9.99,$109.01,2,33.33%,Bundle,$29.71,$9.99,$0.00
1542,10/2/2022,New,$100.98,$0.00,$100.98,1,20.00%,Coupon,$25.25,$9.99,$82.00
2056,10/2/2022,New,$152.94,$0.00,$152.94,2,15.00%,Coupon,$35.99,$9.99,$82.00
3015,10/2/2022,New,$50.98,$9.99,$60.97,1,15.00%,Coupon,$12.00,$9.99,$82.00
3300,10/2/2022,New,$170.59,$0.00,$170.59,2,15.00%,Coupon,$40.14,$9.99,$82.00
3431,10/2/2022,New,$133.33,$0.00,$133.33,3,20.00%,Coupon,$33.33,$9.99,$82.00
3665,10/2/2022,New,$113.73,$0.00,$113.73,1,20.00%,Coupon,$28.43,$9.99,$82.00
3835,10/2/2022,New,$69.61,$9.99,$79.60,1,20.00%,Coupon,$17.40,$9.99,$82.00
3977,10/2/2022,New,$80.39,$9.99,$90.38,1,20.00%,Coupon,$20.10,$9.99,$82.00
